"date"	"Flux"
"23-Apr-08"	145.18
"22-Apr-08"	152.18
"21-Apr-08"	145.330000000002
"18-Apr-08"	148.09
"17-Apr-08"	135.870000000003
"16-Apr-08"	144.760000000002
"15-Apr-08"	152.25
"14-Apr-08"	168.310000000001
"11-Apr-08"	170.52
"10-Apr-08"	168.5
"9-Apr-08"	171.780000000002
"8-Apr-08"	180.73
"7-Apr-08"	192.190000000002
"4-Apr-08"	212.5
"3-Apr-08"	209.450000000001
"2-Apr-08"	193.43
"1-Apr-08"	215.220000000001
"31-Mar-08"	192.940000000002
"28-Mar-08"	234.850000000002
"27-Mar-08"	213.830000000002
"26-Mar-08"	209.5
"25-Mar-08"	217.170000000002
"24-Mar-08"	214.460000000003
"20-Mar-08"	122.610000000001
"19-Mar-08"	103.960000000003
"18-Mar-08"	86.1800000000003
"17-Mar-08"	87.3899999999994
"14-Mar-08"	93.7000000000007
"13-Mar-08"	41.1399999999994
"12-Mar-08"	26
"11-Mar-08"	9.87000000000262
"10-Mar-08"	-1.25
"7-Mar-08"	-20.6100000000006
"6-Mar-08"	-41.8099999999977
"5-Mar-08"	-49.0299999999988
"4-Mar-08"	-77.75
"3-Mar-08"	-80.9599999999991
"29-Feb-08"	-93.489999999998
"28-Feb-08"	-88.6999999999971
"27-Feb-08"	-82.7099999999991
"26-Feb-08"	207.790000000001
"25-Feb-08"	-31.2999999999993
"22-Feb-08"	-53.5099999999984
"21-Feb-08"	-77.5999999999985
"20-Feb-08"	-77.2299999999996
"19-Feb-08"	-55.0799999999981
"15-Feb-08"	-223.369999999999
"14-Feb-08"	-212.149999999998
"13-Feb-08"	-204.039999999997
"12-Feb-08"	-216.299999999999
"11-Feb-08"	-206.119999999999
"8-Feb-08"	-196.02
"7-Feb-08"	-164.039999999997
"6-Feb-08"	-160.82
"5-Feb-08"	-144.439999999999
"4-Feb-08"	-124.389999999999
"1-Feb-08"	-124.98
"31-Jan-08"	-204.689999999999
"30-Jan-08"	-209.969999999998
"29-Jan-08"	-205.049999999999
"28-Jan-08"	-179.52
"25-Jan-08"	-157.41
"24-Jan-08"	-124.23
"23-Jan-08"	-118.16
"22-Jan-08"	-97.1399999999994
"18-Jan-08"	-77.9499999999971
"17-Jan-08"	384.950000000001
"16-Jan-08"	-54.619999999999
"15-Jan-08"	-54.619999999999
"14-Jan-08"	-8.27999999999884
"11-Jan-08"	-19.4799999999996
"10-Jan-08"	-25.3999999999978
"9-Jan-08"	-26.5799999999981
"8-Jan-08"	-31
"7-Jan-08"	-11.0799999999981
"4-Jan-08"	142.93
"3-Jan-08"	76.1900000000023
"2-Jan-08"	38.1700000000019
"31-Dec-07"	48.8000000000029
"28-Dec-07"	48.6000000000022
"27-Dec-07"	36.260000000002
"26-Dec-07"	70.4200000000019
"24-Dec-07"	81.8300000000017
"21-Dec-07"	75.4600000000028
"20-Dec-07"	85.010000000002
"19-Dec-07"	111.93
"18-Dec-07"	118
"17-Dec-07"	172.670000000002
"14-Dec-07"	180.66
"13-Dec-07"	152.100000000002
"12-Dec-07"	133.760000000002
"11-Dec-07"	131.010000000002
"10-Dec-07"	125.780000000002
"7-Dec-07"	175.57
"6-Dec-07"	208.93
"5-Dec-07"	188.510000000002
"4-Dec-07"	192.98
"3-Dec-07"	191.07
"30-Nov-07"	197.16
"29-Nov-07"	208.75
"28-Nov-07"	191.43
"27-Nov-07"	191.43
"26-Nov-07"	181.240000000002
"23-Nov-07"	175.93
"21-Nov-07"	175.120000000003
"20-Nov-07"	182.98
"19-Nov-07"	169.300000000003
"16-Nov-07"	184.91
"15-Nov-07"	192.690000000002
"14-Nov-07"	163.300000000003
"13-Nov-07"	179.200000000001
"12-Nov-07"	203.07
"9-Nov-07"	75.1000000000022
"8-Nov-07"	71.9900000000016
"7-Nov-07"	53.7299999999996
"6-Nov-07"	37.4099999999999
"5-Nov-07"	23.2200000000012
"2-Nov-07"	38.1599999999999
"1-Nov-07"	23.6800000000003
"31-Oct-07"	10.5200000000004
"30-Oct-07"	-14.8199999999997
"29-Oct-07"	-26.3199999999997
"26-Oct-07"	-19.6499999999978
"25-Oct-07"	-116.849999999999
"24-Oct-07"	-153.939999999999
"23-Oct-07"	-160.719999999998
"22-Oct-07"	-173.07
"19-Oct-07"	-184.029999999999
"18-Oct-07"	-198.379999999997
"17-Oct-07"	-196.84
"16-Oct-07"	-204.029999999999
"15-Oct-07"	-204.48
"12-Oct-07"	-206.869999999999
"11-Oct-07"	-166.02
"10-Oct-07"	-210.939999999999
"9-Oct-07"	-220.649999999998
"8-Oct-07"	-226.279999999999
"5-Oct-07"	-237.25
"4-Oct-07"	-224.82
"3-Oct-07"	-208.48
"2-Oct-07"	-198.149999999998
"1-Oct-07"	-191.509999999998
"28-Sep-07"	-182.649999999998
"27-Sep-07"	-178.639999999999
"26-Sep-07"	-144.419999999998
"25-Sep-07"	-162.199999999997
"24-Sep-07"	-155.989999999998
"21-Sep-07"	-134.509999999998
"20-Sep-07"	-135.649999999998
"19-Sep-07"	-126.509999999998
"18-Sep-07"	-108.759999999998
"17-Sep-07"	-102.989999999998
"14-Sep-07"	-40.6100000000006
"13-Sep-07"	-45.5200000000004
"12-Sep-07"	-48.2199999999975
"11-Sep-07"	-22.9799999999996
"10-Sep-07"	-11.9399999999987
"7-Sep-07"	6.2400000000016
"6-Sep-07"	4.35000000000218
"5-Sep-07"	8.83000000000175
"4-Sep-07"	8.08000000000175
"31-Aug-07"	22.8199999999997
"30-Aug-07"	32.6500000000015
"29-Aug-07"	43.9300000000003
"28-Aug-07"	46.4300000000003
"27-Aug-07"	83.75
"24-Aug-07"	91.630000000001
"23-Aug-07"	53.510000000002
"22-Aug-07"	71.2900000000009
"21-Aug-07"	86.9200000000019
"20-Aug-07"	112.170000000002
"17-Aug-07"	118.080000000002
"16-Aug-07"	140.560000000001
"15-Aug-07"	167.300000000003
"14-Aug-07"	160.850000000002
"13-Aug-07"	167.490000000002
"10-Aug-07"	172.98
"9-Aug-07"	175.860000000001
"8-Aug-07"	156.09
"7-Aug-07"	141.550000000003
"6-Aug-07"	145.5
"3-Aug-07"	154.98
"2-Aug-07"	160.260000000002
"1-Aug-07"	180.780000000002
"31-Jul-07"	170.290000000001
"30-Jul-07"	175.710000000003
"27-Jul-07"	220.360000000001
"26-Jul-07"	219.73
"25-Jul-07"	196.450000000001
"24-Jul-07"	181.710000000003
"23-Jul-07"	154.280000000002
"20-Jul-07"	151.630000000001
"19-Jul-07"	152.110000000001
"18-Jul-07"	205.370000000003
"17-Jul-07"	143.310000000001
"16-Jul-07"	127.300000000003
"13-Jul-07"	117.18
"12-Jul-07"	107.09
"11-Jul-07"	88.6500000000015
"10-Jul-07"	69.6100000000006
"9-Jul-07"	43.1900000000023
"6-Jul-07"	37.9400000000023
"5-Jul-07"	31.1700000000019
"3-Jul-07"	1.43000000000029
"2-Jul-07"	268.600000000002
"29-Jun-07"	46.4000000000015
"28-Jun-07"	-36.3400000000001
"27-Jun-07"	-79.0299999999988
"26-Jun-07"	-114.5
"25-Jun-07"	-124.559999999998
"22-Jun-07"	-141.82
"21-Jun-07"	-133.82
"20-Jun-07"	-138.349999999999
"19-Jun-07"	-172.059999999998
"18-Jun-07"	-168.599999999999
"15-Jun-07"	-166.449999999997
"14-Jun-07"	-183.23
"13-Jun-07"	-179.48
"12-Jun-07"	-188.48
"11-Jun-07"	-174.27
"8-Jun-07"	-156.849999999999
"7-Jun-07"	-121.209999999999
"6-Jun-07"	-92.3899999999994
"5-Jun-07"	-252.879999999997
"4-Jun-07"	-234.02
"1-Jun-07"	-210.07
"31-May-07"	-218.149999999998
"30-May-07"	-202.449999999997
"29-May-07"	-192.119999999999
"25-May-07"	-184.799999999999
"24-May-07"	-161.399999999998
"23-May-07"	-165.119999999999
"22-May-07"	-130.369999999999
"21-May-07"	-115.619999999999
"18-May-07"	-150.699999999997
"17-May-07"	-138.809999999998
"16-May-07"	-150.259999999998
"15-May-07"	-127.709999999999
"14-May-07"	-110.439999999999
"11-May-07"	-103.82
"10-May-07"	-78.25
"9-May-07"	-45.8199999999997
"8-May-07"	-31.6599999999999
"7-May-07"	-36.2799999999988
"4-May-07"	-0.169999999998254
"3-May-07"	-0.389999999999418
"2-May-07"	-2.36999999999898
"1-May-07"	4.44000000000233
"30-Apr-07"	10.7200000000012
"27-Apr-07"	22.130000000001
"26-Apr-07"	24.9099999999999
"25-Apr-07"	30.3100000000013
"24-Apr-07"	35.6500000000015
